Date|Code|Description|Type|Isin Code|Issuer|Status|Stock Exchange|Listing Date|Currency|Form|Eff. Date Isin|Maturity Date|Expire Date|Exercise Price|Interest|Interest Type|Interest Freq|Nominal Value|Num. of Sec|Originated Amt|Current Amt|Total Scripless|Local (%)|Foreign (%)|Total (%)|Sector|Closing Price
31-OCT-2025|SLIS|GAYA ABADI SEMPURNA Tbk|EQUITY|ID1000151608|GAYA ABADI SEMPURNA Tbk, PT|ACTIVE|IDX|07-OCT-2019|IDR|Certificate||||||||50|2463337251|||2463337251|98.02|1.98|100|ELECTRONICS|80
31-OCT-2025|SMAR|SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk|EQUITY|ID1000101504|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX||IDR|Electronic|20-JUN-2005|||||||200|2872193366|||216823000|5.4|2.15|7.55|PLANTATION|5225
31-OCT-2025|SMBR|SEMEN BATURAJA Tbk|EQUITY|ID1000127806|SEMEN BATURAJA, PT|ACTIVE|IDX|28-JUN-2013|IDR|Electronic||||||||100|9932534336|||2432534236|24.21|0.28|24.49|CEMENT|282
31-OCT-2025|SMCB|SOLUSI BANGUN INDONESIA Tbk|EQUITY|ID1000072309|SOLUSI BANGUN INDONESIA Tbk, PT|ACTIVE|IDX|10-AUG-1977|IDR|Electronic||||||||500|9019381973|||8999509134|84.5|15.28|99.78|CEMENT|775
31-OCT-2025|SMDM|SURYAMAS DUTAMAKMUR Tbk|EQUITY|ID1000067408|PT. SURYAMAS DUTAMAKMUR Tbk|ACTIVE|IDX|12-OCT-1995|IDR|Electronic|25-APR-2001|||||||500|4772138237|||4771976362|99.96|0.03|100|PROPERTY AND REAL ESTATE|835
31-OCT-2025|SMDR|SAMUDERA INDONESIA Tbk|EQUITY|ID1000075906|SAMUDERA INDONESIA Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||5|16375600000|||4055933500|21.77|3|24.77|TRANSPORTATION|316
31-OCT-2025|SMGA|SUMBER MINERAL GLOBAL ABADI Tbk|EQUITY|ID1000201809|SUMBER MINERAL GLOBAL ABADI Tbk, PT|ACTIVE|IDX|30-JAN-2024|IDR|Certificate||||||||20|8750000000|||4350000000|48.04|1.67|49.71|COAL MINING|137
31-OCT-2025|SMGR|SEMEN INDONESIA (PERSERO) Tbk|EQUITY|ID1000106800|SEMEN INDONESIA (PERSERO) Tbk, PT|ACTIVE|IDX|08-JUL-1991|IDR|Electronic|07-AUG-2007|||||||100|6751540089|||3293078334|18.93|29.84|48.78|CEMENT|2760
31-OCT-2025|SMIL|SARANA MITRA LUAS Tbk|EQUITY|ID1000189103|SARANA MITRA LUAS Tbk, PT|ACTIVE|IDX|12-MAY-2023|IDR|Certificate||||||||50|8751668469|||1751668469|18.79|1.23|20.02|MACHINERY AND HEAVY EQUIPMENT|500
31-OCT-2025|SMKL|SATYAMITRA KEMAS LESTARI Tbk|EQUITY|ID1000150204|SATYAMITRA KEMAS LESTARI Tbk, PT|ACTIVE|IDX|11-JUL-2019|IDR|Electronic||||||||100|3418085290|||668085290|14.53|5.02|19.55|PULP & PAPER|165
31-OCT-2025|SMKM|SUMBER MAS KONSTRUKSI Tbk|EQUITY|ID1000166408|SUMBER MAS KONSTRUKSI Tbk, PT|ACTIVE|IDX|09-MAR-2022|IDR|Certificate||||||||100|1253000000|||1253000000|68.02|31.98|100|BUILDING CONSTRUCTION|155
31-OCT-2025|SMLE|SINERGI MULTI LESTARINDO Tbk|EQUITY|ID1000201205|SINERGI MULTI LESTARINDO Tbk, PT|ACTIVE|IDX|10-JAN-2024|IDR|Certificate||||||||10|2328153048|||2268033048|85.49|11.93|97.42|CHEMICALS|282
31-OCT-2025|SMMA|SINAR MAS MULTIARTHA Tbk|EQUITY|ID1000094501|SINAR MAS MULTIARTHA Tbk, PT|ACTIVE|IDX|05-JUL-1995|IDR|Electronic|04-MAR-2003|||||||5000|6367664717|||6052400180|81.65|13.4|95.05|OTHERS - FINANCE|13000
31-OCT-2025|SMMT|GOLDEN EAGLE ENERGY Tbk|EQUITY|ID1000100704|GOLDEN EAGLE ENERGY Tbk, PT|ACTIVE|IDX|29-FEB-2000|IDR|Electronic|08-MAR-2005|||||||125|3425000000|||3421360000|98.9|1|99.89|COAL MINING|1890
31-OCT-2025|SMRA|SUMMARECON AGUNG Tbk|EQUITY|ID1000092406|SUMMARECON AGUNG Tbk, PT|ACTIVE|IDX|07-MAY-1990|IDR|Electronic|16-AUG-2002|||||||100|16508568358|||12545825377|63.95|12.05|76|PROPERTY AND REAL ESTATE|392
31-OCT-2025|SMRU|SMR UTAMA Tbk|EQUITY|ID1000120801|SMR UTAMA Tbk. PT|ACTIVE|IDX|10-OCT-2011|IDR|Electronic||||||||100|12499385782|||12499385782|97.93|2.07|100|METAL AND MINERAL MINING|50
31-OCT-2025|SMSM|SELAMAT SEMPURNA Tbk|EQUITY|ID1000095409|PT SELAMAT SEMPURNA Tbk|ACTIVE|IDX|09-SEP-1996|IDR|Electronic|07-AUG-2003|||||||100|5758675440|||2821141084|21.06|27.93|48.99|AUTOMOTIVE AND COMPONENTS|1920
31-OCT-2025|SNLK|SUNTER LAKESIDE HOTEL Tbk|EQUITY|ID1000159809|SUNTER LAKESIDE HOTEL Tbk, PT|ACTIVE|IDX|29-MAR-2021|IDR|Certificate||||||||100|450000000|||450000000|43.92|56.08|100|RESTAURANT, HOTEL & TOURISM|406
31-OCT-2025|SOCI|SOECHI LINES Tbk|EQUITY|ID1000132905|PT. SOECHI LINES Tbk|ACTIVE|IDX|03-DEC-2014|IDR|Electronic||||||||100|7059000000|||6062373004|84.57|1.31|85.88|TRANSPORTATION|218
31-OCT-2025|SOFA|BOSTON FURNITURE INDUSTRIES Tbk|EQUITY|ID1000156300|BOSTON FURNITURE INDUSTRIES Tbk, PT|ACTIVE|IDX|07-JUL-2020|IDR|Certificate||||||||10|1653574499|||1653574499|99.69|0.31|100|WOOD INDUSTRIES|276
31-OCT-2025|SOHO|SOHO GLOBAL HEALTH Tbk|EQUITY|ID1000157506|SOHO GLOBAL HEALTH Tbk, PT|ACTIVE|IDX|08-SEP-2020|IDR|Electronic||||||||50|12691682390|||12691682390|9.1|90.9|100|PHARMACEUTICALS|2040
31-OCT-2025|SOLA|XOLARE RCR ENERGY Tbk|EQUITY|ID1000204001|XOLARE RCR ENERGY Tbk, PT|ACTIVE|IDX|08-MAY-2024|IDR|Electronic||||||||20|3284500000|||3216587500|97.88|0.05|97.93|CONSTRUCTION|133
31-OCT-2025|SONA|SONA TOPAS TOURISM INDUSTRY Tbk|EQUITY|ID1000052202|SONA TOPAS TOURISM INDUSTRY Tbk, PT|ACTIVE|IDX|21-JUL-1992|IDR|Electronic||||||||125|662400000|||578890960|37.81|49.58|87.39|RESTAURANT, HOTEL & TOURISM|2820
31-OCT-2025|SOSS|SHIELD ON SERVICE Tbk|EQUITY|ID1000146608|SHIELD ON SERVICE Tbk, PT|ACTIVE|IDX|06-NOV-2018|IDR|Electronic||||||||100|799414231|||799414231|95.49|4.51|100|OTHERS - MISCELLANENEOUS INDUSTRY|1000
31-OCT-2025|SOTS|SATRIA MEGA KENCANA Tbk|EQUITY|ID1000147309|SATRIA MEGA KENCANA Tbk, PT|ACTIVE|IDX|10-DEC-2018|IDR|Electronic||||||||100|1000003979|||1000003979|99.99|0.01|100|PROPERTY AND REAL ESTATE|320
31-OCT-2025|SOUL|MITRA TIRTA BUWANA Tbk|EQUITY|ID1000181308|MITRA TIRTA BUWANA Tbk, PT|ACTIVE|IDX|06-JAN-2023|IDR|Certificate||||||||20|1082526223|||1082526223|99.85|0.15|100|FOOD & BEVERAGES|79
31-OCT-2025|SPMA|SUPARMA Tbk|EQUITY|ID1000054307|SUPARMA Tbk, PT|ACTIVE|IDX|15-NOV-1994|IDR|Electronic|11-JUL-2000|||||||500|3154092216|||3146742325|99.12|0.65|99.77|PULP & PAPER|366
31-OCT-2025|SPRE|SORAYA BERJAYA INDONESIA Tbk|EQUITY|ID1000204605|SORAYA BERJAYA INDONESIA Tbk, PT|ACTIVE|IDX|03-JUL-2024|IDR|Certificate||||||||25|800000000|||240000000|29.89|0.11|30|HOUSEWARE|103
31-OCT-2025|SPTO|SURYA PERTIWI Tbk|EQUITY|ID1000143001|SURYA PERTIWI Tbk, PT|ACTIVE|IDX|14-MAY-2018|IDR|Electronic||||||||100|2700000000|||2700000000|73.49|26.51|100|HOUSEWARE|645
31-OCT-2025|SQBI|TAISHO PHARMACEUTICAL INDONESIA Tbk SERI A|EQUITY|ID2000001504|TAISHO PHARMACEUTICAL INDONESIA Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||1000|972000|||769836|0.58|78.63|79.2|HEALTH CARE|440000
31-OCT-2025|SQMI|WILTON MAKMUR INDONESIA Tbk|EQUITY|ID1000098601|WILTON MAKMUR INDONESIA Tbk, PT|ACTIVE|IDX|15-JUL-2004|IDR|Electronic||||||||250|15537591429|||15537391429|21.49|78.51|100|WHOLESALE (DURABLE & NON DURABLE GOODS)|43
31-OCT-2025|SRAJ|SEJAHTERARAYA ANUGRAHJAYA Tbk, PT|EQUITY|ID1000118706|SEJAHTERARAYA ANUGRAHJAYA Tbk, PT|ACTIVE|IDX|11-APR-2011|IDR|Electronic||||||||100|12238959990|||11116748452|56.04|34.79|90.83|HEALTH CARE|11750
31-OCT-2025|SRIL|SRI REJEKI ISMAN Tbk|EQUITY|ID1000127400|SRI REJEKI ISMAN Tbk. PT|ACTIVE|IDX|17-JUN-2013|IDR|Electronic||||||||100|20452176844|||20012825076|80.17|17.68|97.85|TEXTILE, GARMENT|146
31-OCT-2025|SRSN|INDO ACIDATAMA Tbk|EQUITY|ID1000102601|INDO ACIDATAMA Tbk, PT|ACTIVE|IDX|11-JAN-1993|IDR|Electronic|11-OCT-2005|||||||50|6020000000|||6016751143|97.32|2.62|99.95|CHEMICALS|65
31-OCT-2025|SRTG|SARATOGA INVESTAMA SEDAYA Tbk|EQUITY|ID1000127707|SARATOGA INVESTAMA SEDAYA Tbk, PT|ACTIVE|IDX|26-JUN-2013|IDR|Electronic||||||||20|13564835000|||13564835000|97.1|2.9|100|INVESTMENT COMPANY|1720
31-OCT-2025|SSIA|SURYA SEMESTA INTERNUSA Tbk|EQUITY|ID1000119902|SURYA SEMESTA INTERNUSA Tbk, PT|ACTIVE|IDX||IDR|Electronic|07-JUL-2011|||||||125|4705249440|||4697109440|82.38|17.45|99.83|BUILDING CONSTRUCTION|1560
31-OCT-2025|SSMS|SAWIT SUMBERMAS SARANA Tbk|EQUITY|ID1000130008|SAWIT SUMBERMAS SARANA Tbk, PT|ACTIVE|IDX|12-DEC-2013|IDR|Electronic||||||||100|9525000000|||4405000000|26.2|20.05|46.25|PLANTATION|1610
31-OCT-2025|SSTM|SUNSON TEXTILE MANUFACTURER Tbk|EQUITY|ID1000081508|SUNSON TEXTILE MANUFACTURER Tbk, PT|ACTIVE|IDX|08-JAN-1997|IDR|Electronic|09-APR-2002|||||||250|1170909181|||170621416|14.57|0|14.57|TEXTILE, GARMENT|875
31-OCT-2025|STAA|SUMBER TANI AGUNG RESOURCES Tbk|EQUITY|ID1000166507|SUMBER TANI AGUNG RESOURCES Tbk, PT|ACTIVE|IDX|10-MAR-2022|IDR|Electronic||||||||100|10903372600|||3755219834|27.28|7.16|34.44|PLANTATION|1390
31-OCT-2025|STAR|BUANA ARTHA ANUGERAH Tbk|EQUITY|ID1000120306|BUANA ARTHA ANUGERAH Tbk. PT|ACTIVE|IDX|13-JUL-2011|IDR|Electronic||||||||100|4800000602|||4800000602|91.31|8.69|100|TEXTILE, GARMENT|71
31-OCT-2025|STRK|LOVINA BEACH BREWERY Tbk|EQUITY|ID1000198708|LOVINA BEACH BREWERY Tbk, PT|ACTIVE|IDX|10-OCT-2023|IDR|Certificate||||||||12|10721835562|||10721835562|82.82|17.18|100|OTHERS - CONSUMER GOODS INDUSTRY|184
31-OCT-2025|STTP|SIANTAR TOP Tbk|EQUITY|ID1000079502|SIANTAR TOP Tbk, PT|ACTIVE|IDX|16-DEC-1996|IDR|Electronic|20-DEC-2001|||||||100|1310000000|||1309321000|95.25|4.7|99.95|FOOD & BEVERAGES|10275
31-OCT-2025|SUDI|SURYA DUMAI INDUSTRI Tbk|EQUITY|ID1000076003|SURYA DUMAI INDUSTRI Tbk, PT|ACTIVE|IDX|24-JUL-1996|IDR|Electronic||||||||100|3166666667|||1244346707|27.04|12.25|39.3|PLANTATION|0
31-OCT-2025|SUGI|SUGIH ENERGY Tbk, PT|EQUITY|ID1000092000|SUGIH ENERGY Tbk, PT|ACTIVE|IDX|19-JUN-2002|IDR|Electronic|19-JUN-2002|||||||100|24811541414|||24667683814|59.21|40.21|99.42|OTHERS - TRADE, SERVICES & INVESTMENT|50
31-OCT-2025|SULI|SLJ GLOBAL Tbk|EQUITY|ID1000088909|SLJ GLOBAL Tbk|ACTIVE|IDX|21-MAR-1994|IDR|Electronic||||||||1000|6320776836|||6309911463|39.87|59.96|99.83|WOOD INDUSTRIES|142
31-OCT-2025|SUNI|SUNINDO PRATAMA Tbk|EQUITY|ID1000181209|SUNINDO PRATAMA Tbk, PT|ACTIVE|IDX|09-JAN-2023|IDR|Certificate||||||||100|2500000000|||600000000|9.28|14.72|24|COAL MINING|790
31-OCT-2025|SUPR|SOLUSI TUNAS PRATAMA Tbk|EQUITY|ID1000120702|SOLUSI TUNAS PRATAMA Tbk, PT|ACTIVE|IDX|11-OCT-2011|IDR|Electronic||||||||100|1137579698|||30392044|2.61|0.06|2.67|TELECOMUNICATION|43850
31-OCT-2025|SURE|SUPER ENERGY Tbk|EQUITY|ID1000145709|SUPER ENERGY Tbk, PT|ACTIVE|IDX|05-OCT-2018|IDR|Electronic||||||||100|1497576771|||615326771|2.88|38.21|41.09|CRUDE PETROLEUM & NATURAL GAS PROD.|2690
31-OCT-2025|SURI|MAJA AGUNG LATEXINDO Tbk|EQUITY|ID1000200207|MAJA AGUNG LATEXINDO Tbk, PT|ACTIVE|IDX|07-DEC-2023|IDR|Certificate||||||||20|6334375000|||6334175000|99.88|0.12|100|HEALTH CARE|100
31-OCT-2025|SWAT|SRIWAHANA ADITYAKARTA Tbk|EQUITY|ID1000143704|SRIWAHANA ADITYAKARTA Tbk, PT|ACTIVE|IDX|08-JUN-2018|IDR|Electronic||||||||100|3019200000|||664200000|21.99|0.01|22|PULP & PAPER|16
31-OCT-2025|SWID|SARASWANTI INDOLAND DEVELOPMENT Tbk|EQUITY|ID1000168602|SARASWANTI INDOLAND DEVELOPMENT Tbk, PT|ACTIVE|IDX|07-JUL-2022|IDR|Certificate||||||||20|5385019201|||1109595472|20.57|0.03|20.61|PROPERTY AND REAL ESTATE|88
31-OCT-2025|TALF|TUNAS ALFIN Tbk|EQUITY|ID1000130107|TUNAS ALFIN Tbk, PT|ACTIVE||05-DEC-2013|IDR|Electronic||||||||100|1353435000|||1353374200|95.17|4.83|100|PLASTICS & PACKAGING|488
31-OCT-2025|TAMA|LANCARTAMA SEJATI Tbk|EQUITY|ID1000154008|LANCARTAMA SEJATI Tbk, PT|ACTIVE|IDX|10-FEB-2020|IDR|Certificate||||||||25|1200000696|||1107745582|92.17|0.14|92.31|BUILDING CONSTRUCTION|33
31-OCT-2025|TAMU|PELAYARAN TAMARIN SAMUDRA Tbk|EQUITY|ID1000138803|PELAYARAN TAMARIN SAMUDRA Tbk, PT|ACTIVE|IDX|10-MAY-2017|IDR|Electronic||||||||10|37500000000|||37499900000|85.27|14.73|100|TRANSPORTATION|27
31-OCT-2025|TAPG|TRIPUTRA AGRO PERSADA Tbk|EQUITY|ID1000160302|TRIPUTRA AGRO PERSADA Tbk, PT|ACTIVE|IDX|12-APR-2021|IDR|Certificate||||||||100|19852540000|||19852540000|95.11|4.89|100|PLANTATION|1880
31-OCT-2025|TARA|AGUNG SEMESTA SEJAHTERA Tbk|EQUITY|ID1000132202|AGUNG SEMESTA SEJAHTERA Tbk, PT|ACTIVE|IDX|11-JUL-2014|IDR|Electronic||||||||100|10069645750|||10069645750|89.08|10.92|100|PROPERTY AND REAL ESTATE|24
31-OCT-2025|TAXI|EXPRESS TRANSINDO UTAMA Tbk|EQUITY|ID1000125404|EXPRESS TRANSINDO UTAMA Tbk|ACTIVE|IDX|02-NOV-2012|IDR|Electronic||||||||100|10223647156|||10223547156|96.31|3.69|100|TRANSPORTATION|14
31-OCT-2025|TAYS|JAYA SWARASA AGUNG Tbk|EQUITY|ID1000164601|JAYA SWARASA AGUNG Tbk, PT|ACTIVE|IDX|06-DEC-2021|IDR|Certificate||||||||50|1098920000|||1019280000|77.71|15.04|92.75|FOOD & BEVERAGES|72
31-OCT-2025|TBIG|TOWER BERSAMA INFRASTRUCTURE Tbk|EQUITY|ID1000116908|TOWER BERSAMA INFRASTRUCTURE Tbk, PT|ACTIVE|IDX|26-OCT-2010|IDR|Electronic||||||||20|22656999445|||22656999445|14.01|85.99|100|NON BUILDING CONSTRUCTION|2380
31-OCT-2025|TBLA|TUNAS BARU LAMPUNG Tbk|EQUITY|ID1000076706|TUNAS BARU LAMPUNG Tbk, PT|ACTIVE|IDX|15-FEB-2000|IDR|Electronic|29-OCT-2001|||||||125|6025373372|||6013277906|70.88|28.92|99.8|FOOD & BEVERAGES|745
31-OCT-2025|TBMS|TEMBAGA MULIA SEMANAN Tbk|EQUITY|ID1000066400|TEMBAGA MULIA SEMANAN Tbk, PT|ACTIVE|IDX|23-MAY-1990|IDR|Electronic|04-APR-2001|||||||1000|734680000|||193796000|9.63|16.75|26.38|METAL AND ALLIED PRODUCTS|1400
31-OCT-2025|TCID|MANDOM INDONESIA Tbk|EQUITY|ID1000053002|MANDOM INDONESIA Tbk, PT|ACTIVE|IDX|30-SEP-1993|IDR|Electronic||||||||250|402133334|||71574996|15.46|2.34|17.8|COSMETICS AND HOUSEHOLD|3100
31-OCT-2025|TCPI|TRANSCOAL PACIFIC Tbk|EQUITY|ID1000144009|TRANSCOAL PACIFIC Tbk, PT|ACTIVE|IDX|06-JUL-2018|IDR|Electronic||||||||100|5000000000|||1100000000|13.83|8.17|22|TRANSPORTATION|7850
31-OCT-2025|TDPM|TRIDOMAIN PERFORMANCE MATERIALS Tbk|EQUITY|ID1000142409|TRIDOMAIN PERFORMANCE MATERIALS Tbk, PT|ACTIVE|IDX|09-APR-2018|IDR|Electronic||||||||100|10485050500|||10485050500|7.98|92.02|100|CHEMICALS|119
31-OCT-2025|TEBE|DANA BRATA LUHUR Tbk|EQUITY|ID1000152200|DANA BRATA LUHUR Tbk, PT|ACTIVE|IDX|18-NOV-2019|IDR|Electronic||||||||100|1285000000|||1285000000|94.63|5.37|100|OTHERS - INFRASTRUCTURE, UTILITIES & TRANSPORTATIO|2560
31-OCT-2025|TECH|INDOSTERLING TECHNOMEDIA Tbk|EQUITY|ID1000156003|INDOSTERLING TECHNOMEDIA Tbk, PT|ACTIVE|IDX|04-JUN-2020|IDR|Certificate||||||||50|1256300000|||1256300000|56.32|43.68|100|COMPUTER AND SERVICES|50
31-OCT-2025|TELE|OMNI INOVASI INDONESIA Tbk|EQUITY|ID1000122104|OMNI INOVASI INDONESIA Tbk, PT|ACTIVE|IDX|12-JAN-2012|IDR|Electronic||||||||100|7310929389|||7310929389|99.7|0.3|100|RETAIL TRADE|9
31-OCT-2025|TFAS|TELEFAST INDONESIA Tbk|EQUITY|ID1000151103|TELEFAST INDONESIA Tbk, PT|ACTIVE|IDX|17-SEP-2019|IDR|Electronic||||||||20|1666666500|||1666666500|91.83|8.17|100|OTHERS - TRADE, SERVICES & INVESTMENT|248
31-OCT-2025|TFCO|TIFICO FIBER INDONESIA Tbk|EQUITY|ID1000054802|TIFICO FIBER INDONESIA Tbk, PT|ACTIVE|IDX|26-FEB-1980|IDR|Electronic|13-JUN-2000|||||||500|4823076400|||846824982|17.56|0|17.56|TEXTILE, GARMENT|500
31-OCT-2025|TGKA|TIGARAKSA SATRIA Tbk|EQUITY|ID1000102106|PT TIGARAKSA SATRIA Tbk ,|ACTIVE|IDX||IDR|Electronic|30-AUG-2005|||||||100|918492750|||916414005|99.64|0.13|99.77|INVESTMENT COMPANY|5300
31-OCT-2025|TGRA|TERREGRA ASIA ENERGY Tbk|EQUITY|ID1000138902|TERREGRA ASIA ENERGY Tbk, PT|ACTIVE|IDX|16-MAY-2017|IDR|Electronic||||||||100|2750000000|||2750000000|98.97|1.03|100|ENERGY|27
31-OCT-2025|TGUK|PLATINUM WAHAB NUSANTARA Tbk|EQUITY|ID1000191505|PLATINUM WAHAB NUSANTARA Tbk, PT|ACTIVE|IDX|10-JUL-2023|IDR|Certificate||||||||16|3571451815|||1071451815|29.97|0.03|30|FOOD & BEVERAGES|137
31-OCT-2025|TIFA|KDB TIFA FINANCE Tbk|EQUITY|ID1000120504|KDB TIFA FINANCE Tbk, PT|ACTIVE|IDX|08-JUL-2011|IDR|Electronic||||||||100|3552213000|||3552213000|22.5|77.5|100|FINANCIAL INSTITUTION|410
31-OCT-2025|TINS|TIMAH Tbk|EQUITY|ID1000111800|TIMAH Tbk, PT|ACTIVE|IDX|19-OCT-1995|IDR|Electronic|08-AUG-2008|||||||50|7447753454|||2603932170|27.91|7.05|34.96|METAL AND MINERAL MINING|2670
31-OCT-2025|SRAJ01B|OBLIGASI I SEJAHTERARAYA ANUGRAHJAYA TAHUN 2022 SERI B|CORPORATE BOND|IDA0001282B3|SEJAHTERARAYA ANUGRAHJAYA Tbk, PT|ACTIVE|IDX|10-OCT-2022|IDR|Electronic||07-OCT-2027|||10.5|FIXED|3 MONTHS|||542100000000|542100000000|542100000000|100|0|100|HEALTH CARE|1
31-OCT-2025|TAFS04ACN4|OBLIGASI BERKELANJUTAN IV TOYOTA ASTRA FINANCIAL SERVICES TAHAP IV TAHUN 2024 SERI A|CORPORATE BOND|IDA0001490A4|TOYOTA ASTRA FINANCIAL SERVICES, PT|ACTIVE|IDX|28-NOV-2024|IDR|Electronic||06-DEC-2025|||6.35|FIXED|3 MONTHS|||600000000000|600000000000|600000000000|100|0|100|FINANCIAL INSTITUTION|1
31-OCT-2025|TAFS04ACN5|OBLIGASI BERKELANJUTAN IV TOYOTA ASTRA FINANCIAL SERVICES TAHAP V TAHUN 2025 SERI A|CORPORATE BOND|IDA0001523A2|TOYOTA ASTRA FINANCIAL SERVICES, PT|ACTIVE|IDX|03-MAR-2025|IDR|Electronic||08-MAR-2026|||6.5|FIXED|3 MONTHS|||371520000000|371520000000|371520000000|100|0|100|FINANCIAL INSTITUTION|1
31-OCT-2025|TAFS04BCN1|OBLIGASI BERKELANJUTAN IV TOYOTA ASTRA FINANCIAL SERVICES TAHAP I TAHUN 2023 SERI B|CORPORATE BOND|IDA0001343B3|TOYOTA ASTRA FINANCIAL SERVICES, PT|ACTIVE|IDX|12-JUL-2023|IDR|Electronic||11-JUL-2026|||6|FIXED|3 MONTHS|||619160000000|619160000000|619160000000|99.19|0.81|100|FINANCIAL INSTITUTION|1
31-OCT-2025|TAFS04BCN2|OBLIGASI BERKELANJUTAN IV TOYOTA ASTRA FINANCIAL SERVICES TAHAP II TAHUN 2023 SERI B|CORPORATE BOND|IDA0001358B1|TOYOTA ASTRA FINANCIAL SERVICES, PT|ACTIVE|IDX|04-OCT-2023|IDR|Electronic||03-OCT-2026|||6.35|FIXED|3 MONTHS|||223565000000|223565000000|223565000000|100|0|100|FINANCIAL INSTITUTION|1
31-OCT-2025|TAFS04BCN3|OBLIGASI BERKELANJUTAN IV TOYOTA ASTRA FINANCIAL SERVICES TAHAP III TAHUN 2024 SERI B|CORPORATE BOND|IDA0001439B9|TOYOTA ASTRA FINANCIAL SERVICES, PT|ACTIVE|IDX|10-JUL-2024|IDR|Electronic||09-JUL-2027|||6.8|FIXED|3 MONTHS|||8675000000|8675000000|8675000000|100|0|100|FINANCIAL INSTITUTION|1
31-OCT-2025|TAFS04BCN4|OBLIGASI BERKELANJUTAN IV TOYOTA ASTRA FINANCIAL SERVICES TAHAP IV TAHUN 2024 SERI B|CORPORATE BOND|IDA0001490B2|TOYOTA ASTRA FINANCIAL SERVICES, PT|ACTIVE|IDX|28-NOV-2024|IDR|Electronic||26-NOV-2027|||6.6|FIXED|3 MONTHS|||400000000000|400000000000|400000000000|98.75|1.25|100|FINANCIAL INSTITUTION|1
31-OCT-2025|TAFS04BCN5|OBLIGASI BERKELANJUTAN IV TOYOTA ASTRA FINANCIAL SERVICES TAHAP V TAHUN 2025 SERI B|CORPORATE BOND|IDA0001523B0|TOYOTA ASTRA FINANCIAL SERVICES, PT|ACTIVE|IDX|03-MAR-2025|IDR|Electronic||28-FEB-2028|||6.85|FIXED|3 MONTHS|||500000000000|500000000000|500000000000|100|0|100|FINANCIAL INSTITUTION|1
31-OCT-2025|TAFS04CCN1|OBLIGASI BERKELANJUTAN IV TOYOTA ASTRA FINANCIAL SERVICES TAHAP I TAHUN 2023 SERI C|CORPORATE BOND|IDA0001343C1|TOYOTA ASTRA FINANCIAL SERVICES, PT|ACTIVE|IDX|12-JUL-2023|IDR|Electronic||11-JUL-2028|||6.25|FIXED|3 MONTHS|||500000000000|500000000000|500000000000|99.6|0.4|100|FINANCIAL INSTITUTION|1
31-OCT-2025|TAFS04CCN3|OBLIGASI BERKELANJUTAN IV TOYOTA ASTRA FINANCIAL SERVICES TAHAP III TAHUN 2024 SERI C|CORPORATE BOND|IDA0001439C7|TOYOTA ASTRA FINANCIAL SERVICES, PT|ACTIVE|IDX|10-JUL-2024|IDR|Electronic||09-JUL-2029|||7.1|FIXED|3 MONTHS|||757030000000|757030000000|757030000000|99.6|0.4|100|FINANCIAL INSTITUTION|1
31-OCT-2025|TAFS05ACN1|OBLIGASI BERKELANJUTAN V TOYOTA ASTRA FINANCIAL SERVICES TAHAP I TAHUN 2025 SERI A|CORPORATE BOND|IDA0001595A0|TOYOTA ASTRA FINANCIAL SERVICES, PT|ACTIVE|IDX|09-JUL-2025|IDR|Electronic||18-JUL-2026|||6.15||3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|FINANCIAL INSTITUTION|1
31-OCT-2025|TAFS05BCN1|OBLIGASI BERKELANJUTAN V TOYOTA ASTRA FINANCIAL SERVICES TAHAP I TAHUN 2025 SERI B|CORPORATE BOND|IDA0001595B8|TOYOTA ASTRA FINANCIAL SERVICES, PT|ACTIVE|IDX|09-JUL-2025|IDR|Electronic||08-JUL-2028|||6.5||3 MONTHS|||165210000000|165210000000|165210000000|100|0|100|FINANCIAL INSTITUTION|1
31-OCT-2025|TBC BY IDX BAFI-A 19112025|OBLIGASI BERKELANJUTAN III BUSSAN AUTO FINANCE TAHAP IV TAHUN 2025 SERI A|CORPORATE BOND|IDA0001632A1|BUSSAN AUTO FINANCE, PT|ACTIVE|IDX|20-NOV-2025|IDR|Electronic||29-NOV-2026|||5|Fixed|3 MONTHS|||100000000000|100000000000||0|0|0|FINANCIAL INSTITUTION|1
31-OCT-2025|TBC BY IDX BAFI-B 19112025|OBLIGASI BERKELANJUTAN III BUSSAN AUTO FINANCE TAHAP IV TAHUN 2025 SERI B|CORPORATE BOND|IDA0001632B9|BUSSAN AUTO FINANCE, PT|ACTIVE|IDX|20-NOV-2025|IDR|Electronic||19-NOV-2028|||5.65|Fixed|3 MONTHS|||900000000000|900000000000||0|0|0|FINANCIAL INSTITUTION|1
